摄影	50050471	50025111
购物券	50050546	50026555
礼品卡	50050546	50026555
食品提货券	50019058	50026555
酒吧	50026008	50026523
俱乐部	50026008	50026523
私人会所	50026008	50026523
足浴	50019100	50026523
洗浴	50019100	50026523
按摩	50019100	50026523
美容	50019080	50026523
美发	50019080	50026523
美体	50019080	50026523
美甲	50019080	50026523
户外休闲	50026044	50026523
户外玩乐	50026044	50026523
运动健身	50019079	50026523
室内休闲	50025982	50026523
室内玩乐	50025982	50026523
KTV	50019081	50026523
KTV预订	50260004	50026523
茶馆	50348001	50026523
棋牌	50348001	50026523
咖啡馆	50348001	50026523
中餐	50015759	50008075
地方菜系	50015759	50008075
提琴配件	50017510	50017300
古筝	50017306	50017300
电子琴	50017502	50017300
数码钢琴	50017503	50017300
京胡	50017391	50017300
笛子	50017378	50017300
钢琴	50017316	50017300
口风琴	50017661	50017300
古琴	50017367	50017300
箫	50017379	50017300
二胡	50017393	50017300
手风琴	50017662	50017300
葫芦丝	50017380	50017300
埙	50017381	50017300
电子合成器	50017504	50017300
手卷钢琴	50017505	50017300
风琴	50017664	50017300
陶笛	50017390	50017300
口琴	50017307	50017300
萨克斯风	50017308	50017300
民族鼓	50017325	50017300
西洋鼓	50017309	50017300
MIDI乐器	50017311	50017300
电脑音乐	50017311	50017300
锣	50017322	50017300
乐器音箱	50017318	50017300
日韩料理	50026022	50008075
亚洲美食	50026022	50008075
西餐	50015758	50008075
自助餐	50015757	50008075
甜品	50019073	50008075
冰淇淋	50019073	50008075
咖啡	50019073	50008075
冷饮	50019073	50008075
快餐	50025996	50008075
小吃	50025996	50008075
西式快餐	50025996	50008075
火锅	50026554	50008075
干锅	50026554	50008075
豆捞	50026554	50008075
烧烤	50026002	50008075
烧肉	50026002	50008075
烤鱼	50026002	50008075
餐饮BBQ	50314001	50008075
茶楼	50015762	50008075
茶馆	50015762	50008075
超市卡	50019096	50019095
便民店卡	50019096	50019095
商场购物卡	50019097	50019095
百货购物卡	50019097	50019095
综合通用卡	50019098	50019095
会员卡	50026428	50019095
VIP卡	50026428	50019095
迁移购物	50026428	50019095
提货券	50026428	50019095
网上商城礼品卡	50050561	50019095
迁移网络店铺	50050561	50019095
汽车用品	50014480	26
汽车内饰品	50014480	26
汽车外饰品	50014481	26
汽车加装	50014481	26
汽车装潢	50014481	26
汽车防护	50014481	26
汽车零配件	50018708	26
汽车影音	50014482	26
车用电子	50014482	26
车用电器	50014482	26
汽车GPS导航仪	50018720	26
汽车配件	50018720	26
汽车美容	50014479	26
汽车保养	50014479	26
汽车维修	50014479	26
车用清洗用品	50018772	26
车用清洗工具	50018772	26
摩托车装备	50014648	26
骑士装备	50014648	26
出租	2618	26
培训	2618	26
实体服务	50023950	26
餐饮美食券	50018254	50018252
摆件	50020835	50020808
现代装饰画	50021907	50020808
油画	50021902	50020808
国画	50021905	50020808
书法	50021905	50020808
DIY油画	50002045	50020808
数字油画	50002045	50020808
无框画	50005919	50020808
挂钟	50005919	50020808
照片	50020841	50020808
照片墙	50020841	50020808
装饰器皿	50020836	50020808
相框	50000561	50020808
画框	50000561	50020808
贴饰	50020840	50020808
装饰架	50020842	50020808
装饰搁板	50020842	50020808
装饰挂牌	50020843	50020808
雕刻工艺	50020834	50020808
壁饰	50001290	50020808
装饰挂钩	50020845	50020808
风铃	50020846	50020808
风铃配件	50020846	50020808
蜡烛	50020848	50020808
烛台	50020848	50020808
家居钟饰	50020850	50020808
闹钟	50020850	50020808
工艺伞	50020851	50020808
无框画	50020839	50020808
创意饰品	50020856	50020808
工艺船	50010356	50020808
工艺扇	50022440	50020808
挂历	50003462	50020808
台历	50003462	50020808
竹炭包	50020855	50020808
香薰炉	50020854	50020808
花瓶	50024938	50020808
花器	50024938	50020808
仿真花	50024938	50020808
仿真饰品	50024938	50020808
少数民族特色工艺品	50021045	50020857
海外工艺品	50021046	50020857
地区特色工艺品	50021047	50020857
宗教工艺品	50021048	50020857
圣诞用品	50025557	50020857
葫芦	50025777	50020857
景点门票	50017087	50025707
旅游度假线路	50012849	50025707
旅游卡	50012910	50025707
旅游券	50012910	50025707
旅游服务	50012910	50025707
巴士卡	50012917	50025707
巴士券	50012917	50025707
地铁卡	50012917	50025707
地铁券	50012917	50025707
交通卡	50012917	50025707
交通券	50012917	50025707
租车	50014469	50025707
邮轮	50019242	50025707
游船	50019242	50025707
旅游周边商品	50024207	50025707
实景演出门票	50136001	50025707
背心	50011153	30
马甲	50011153	30
T恤	50000436	30
Polo衫	50010402	30
衬衫	50011123	30
针织衫	50000557	30
毛衣	50000557	30
