北京	50017847	50017087
上海	50017089	50017087
香港	50017180	50017087
广东	50017168	50017087
广西	50017169	50017087
浙江	50017160	50017087
江苏	50017159	50017087
天津	50017090	50017087
重庆	50017091	50017087
河北	50017153	50017087
安徽	50017161	50017087
福建	50017162	50017087
山东	50017164	50017087
湖北	50017166	50017087
湖南	50017167	50017087
海南	50017170	50017087
四川	50017171	50017087
云南	50017173	50017087
陕西	50017175	50017087
河南	50022894	50017087
黑龙江	50022902	50017087
吉林	50022906	50017087
江西	50022918	50017087
山西	50022928	50017087
辽宁	50022934	50017087
贵州	50022940	50017087
西藏	50022946	50017087
甘肃	50022956	50017087
青海	50022961	50017087
宁夏	50022965	50017087
新疆	50022971	50017087
内蒙古	50022978	50017087
澳门	50017181	50017087
台湾	50017182	50017087
东南亚	50026533	50017087
海外	50264001	50017087
北京	50017088	50017847
密云	50017848	50017847
怀柔	50017849	50017847
通州	50017850	50017847
延庆	50017851	50017847
房山	50017853	50017847
顺义	50017854	50017847
昌平	50017855	50017847
广州	50017768	50017168
深圳	50017769	50017168
珠海	50017770	50017168
佛山	50017772	50017168
清远	50017773	50017168
江门	50017775	50017168
韶关	50017804	50017168
茂名	50017806	50017168
惠州	50023893	50017168
中山	50023894	50017168
阳江市	50024185	50017168
云浮市	50024206	50017168
河源	50024225	50017168
东莞	50026341	50017168
肇庆	50050194	50017168
梅州	50050195	50017168
南宁	50017857	50017169
桂林	50017845	50017169
防城港	50026086	50017169
北海	50050196	50017169
贵港	50050197	50017169
百色	50050198	50017169
杭州	50017766	50017160
绍兴	50017767	50017160
临安	50017807	50017160
富阳	50017808	50017160
桐庐	50017809	50017160
淳安	50017811	50017160
建德	50017812	50017160
安吉	50017813	50017160
嘉兴	50017810	50017160
金华	50017822	50017160
湖州	50017823	50017160
宁波	50017824	50017160
舟山	50017825	50017160
台州	50017826	50017160
温州	50017827	50017160
丽水	50017828	50017160
衢州	50017829	50017160
南京	50017831	50017159
苏州	50017832	50017159
扬州	50017833	50017159
常州	50017834	50017159
无锡	50017835	50017159
泰州	50017836	50017159
镇江	50017837	50017159
徐州	50017838	50017159
连云港	50017839	50017159
南通	50017841	50017159
